draw_no,date,numbers,bonus,num1,num2,num3,num4,num5,num6,total_sales,first_prize_amount,first_prize_winners,first_accum_amount
1031,2022-09-03,"[6, 7, 22, 32, 35, 36]",19,6,7,22,32,35,36,104316078000,3213957563,8,25711660504
1032,2022-09-10,"[1, 6, 12, 19, 36, 42]",28,1,6,12,19,36,42,110907011000,2675257538,10,26752575380
1033,2022-09-17,"[3, 11, 15, 20, 35, 44]",10,3,11,15,20,35,44,104642258000,1913414943,13,24874394259
1034,2022-09-24,"[26, 31, 32, 33, 38, 40]",11,26,31,32,33,38,40,107150089000,2868856209,9,25819705881
1035,2022-10-01,"[9, 14, 34, 35, 41, 42]",2,9,14,34,35,41,42,106759523000,3231193735,8,25849549880
1036,2022-10-08,"[2, 5, 22, 32, 34, 45]",39,2,5,22,32,34,45,103753936000,2837323167,9,25535908503
1037,2022-10-15,"[2, 14, 15, 22, 27, 33]",31,2,14,15,22,27,33,104840173000,1708576825,15,25628652375
1038,2022-10-22,"[7, 16, 24, 27, 37, 44]",2,7,16,24,27,37,44,104932409000,1627457225,15,24411858375
1039,2022-10-29,"[2, 3, 6, 19, 36, 39]",26,2,3,6,19,36,39,105259066000,1585019672,16,25360314752
1040,2022-11-05,"[8, 16, 26, 29, 31, 36]",11,8,16,26,29,31,36,104007239000,3660482625,7,25623378375
1041,2022-11-12,"[6, 7, 9, 11, 17, 18]",45,6,7,9,11,17,18,105301601000,935091165,25,23377279125
1042,2022-11-19,"[5, 14, 15, 23, 34, 43]",4,5,14,15,23,34,43,106510259000,1240663669,20,24813273380
1043,2022-11-26,"[3, 5, 12, 22, 26, 31]",19,3,5,12,22,26,31,107045942000,1468646956,17,24966998252
1044,2022-12-03,"[12, 17, 20, 26, 28, 36]",4,12,17,20,26,28,36,102891973000,3136941235,8,25095529880
1045,2022-12-10,"[6, 14, 15, 19, 21, 41]",37,6,14,15,19,21,41,105380282000,1990060443,13,25870785759
1046,2022-12-17,"[7, 16, 25, 29, 35, 36]",28,7,16,25,29,35,36,100923993000,2011415719,12,24136988628
1047,2022-12-24,"[2, 20, 33, 40, 42, 44]",32,2,20,33,40,42,44,103058179000,2748797875,9,24739180875
1048,2022-12-31,"[6, 12, 17, 21, 32, 39]",30,6,12,17,21,32,39,117323901000,1612494508,17,27412406636
1049,2023-01-07,"[3, 5, 13, 20, 21, 37]",17,3,5,13,20,21,37,108444724000,1727810100,15,25917151500
1050,2023-01-14,"[6, 12, 31, 35, 38, 43]",17,6,12,31,35,38,43,108072602000,1535083280,17,26096415760
1051,2023-01-21,"[21, 26, 30, 32, 33, 35]",44,21,26,30,32,33,35,119243907000,1669558480,18,30052052640
1052,2023-01-28,"[5, 17, 26, 27, 35, 38]",1,5,17,26,27,35,38,107565461000,2341682762,11,25758510382
1053,2023-02-04,"[22, 26, 29, 30, 34, 45]",15,22,26,29,30,34,45,113721665000,4090367411,7,28632571877
1054,2023-02-11,"[14, 19, 27, 28, 30, 45]",33,14,19,27,28,30,45,113660567000,3147925709,9,28331331381
1055,2023-02-18,"[4, 7, 12, 14, 22, 33]",31,4,7,12,14,22,33,112488256000,2362815205,11,25990967255
1056,2023-02-25,"[13, 20, 24, 32, 36, 45]",29,13,20,24,32,36,45,113279615000,1969662456,14,27575274384
1057,2023-03-04,"[8, 13, 19, 27, 40, 45]",12,8,13,19,27,40,45,112523887000,1616069714,17,27473185138
1058,2023-03-11,"[11, 23, 25, 30, 32, 40]",42,11,23,25,30,32,40,112041382000,2058020250,13,26754263250
1059,2023-03-18,"[7, 10, 22, 25, 34, 40]",27,7,10,22,25,34,40,110846824000,2033168481,13,26431190253
1060,2023-03-25,"[3, 10, 24, 33, 38, 45]",36,3,10,24,33,38,45,110677185000,898238907,28,25150689396
1061,2023-04-01,"[4, 24, 27, 35, 37, 45]",15,4,24,27,35,37,45,109909344000,2422768773,11,26650456503
1062,2023-04-08,"[20, 31, 32, 40, 41, 45]",12,20,31,32,40,41,45,107109911000,3801933804,7,26613536628
1063,2023-04-15,"[3, 6, 22, 23, 24, 38]",30,3,6,22,23,24,38,108347135000,3770311875,7,26392183125
1064,2023-04-22,"[3, 6, 9, 18, 22, 35]",14,3,6,9,18,22,35,109427584000,1348168106,19,25615194014
1065,2023-04-29,"[3, 18, 19, 23, 32, 45]",24,3,18,19,23,32,45,108181727000,1852593938,14,25936315132
1066,2023-05-06,"[6, 11, 16, 19, 21, 32]",45,6,11,16,19,21,32,106440950000,1670947250,15,25064208750
1067,2023-05-13,"[7, 10, 19, 23, 28, 33]",18,7,10,19,23,28,33,110703299000,1981114010,13,25754482130
1068,2023-05-20,"[4, 7, 19, 26, 33, 35]",3,4,7,19,26,33,35,108988932000,1363929514,19,25914660766
1069,2023-05-27,"[1, 10, 18, 22, 28, 31]",44,1,10,18,22,28,31,108388892000,1863217554,14,26085045756
1070,2023-06-03,"[3, 6, 14, 22, 30, 41]",36,3,6,14,22,30,41,107222802000,1859116929,14,26027637006
1071,2023-06-10,"[1, 2, 11, 21, 30, 35]",39,1,2,11,21,30,35,107362630000,5183979750,5,25919898750
1072,2023-06-17,"[16, 18, 20, 23, 32, 43]",27,16,18,20,23,32,43,108156654000,2175006375,12,26100076500
1073,2023-06-24,"[6, 18, 28, 30, 32, 38]",15,6,18,28,30,32,38,107352123000,2345227603,11,25797503633
1074,2023-07-01,"[1, 6, 20, 27, 28, 41]",15,1,6,20,27,28,41,105744157000,2134763657,12,25617163884
1075,2023-07-08,"[1, 23, 24, 35, 44, 45]",10,1,23,24,35,44,45,105635232000,2896337167,9,26067034503
1076,2023-07-15,"[3, 7, 9, 33, 36, 37]",10,3,7,9,33,36,37,103168694000,2672689750,9,24054207750
1077,2023-07-22,"[4, 8, 17, 30, 40, 43]",34,4,8,17,30,40,43,105927489000,3570901018,7,24996307126
1078,2023-07-29,"[6, 10, 11, 14, 36, 38]",43,6,10,11,14,36,38,105407618000,2141604938,12,25699259256
1079,2023-08-05,"[4, 8, 18, 24, 37, 45]",6,4,8,18,24,37,45,103120206000,2712329417,9,24410964753
1080,2023-08-12,"[13, 16, 23, 31, 36, 44]",38,13,16,23,31,36,44,104111986000,3639444429,7,25476111003
1081,2023-08-19,"[1, 9, 16, 23, 24, 38]",17,1,9,16,23,24,38,106974323000,2343892944,11,25782822384
1082,2023-08-26,"[21, 26, 27, 32, 34, 42]",31,21,26,27,32,34,42,107566880000,3720489643,7,26043427501
1083,2023-09-02,"[3, 7, 14, 15, 22, 38]",17,3,7,14,15,22,38,108995141000,1713084525,15,25696267875
1084,2023-09-09,"[8, 12, 13, 29, 33, 42]",5,8,12,13,29,33,42,109818924000,1738764600,15,26081469000
1085,2023-09-16,"[4, 7, 17, 18, 38, 44]",36,4,7,17,18,38,44,106249975000,1073277473,23,24685381879
1086,2023-09-23,"[11, 16, 25, 27, 35, 36]",37,11,16,25,27,35,36,109250306000,1515913809,17,25770534753
1087,2023-09-30,"[13, 14, 18, 21, 34, 44]",16,13,14,18,21,34,44,113960897000,1732253602,16,27716057632
1088,2023-10-07,"[11, 21, 22, 30, 39, 44]",31,11,21,22,30,39,44,109089305000,2434697898,11,26781676878
1089,2023-10-14,"[4, 18, 31, 37, 42, 43]",40,4,18,31,37,42,43,108725932000,2978522167,9,26806699503
1090,2023-10-21,"[12, 19, 21, 29, 40, 45]",1,12,19,21,29,40,45,108364862000,2386494614,11,26251440754
1091,2023-10-28,"[6, 20, 23, 24, 28, 30]",44,6,20,23,24,28,30,109335581000,2898470459,9,26086234131
1092,2023-11-04,"[7, 18, 19, 26, 33, 45]",37,7,18,19,26,33,45,108970510000,1583289844,16,25332637504
1093,2023-11-11,"[10, 17, 22, 30, 35, 43]",44,10,17,22,30,35,43,105589036000,1967040750,13,25571529750
1094,2023-11-18,"[6, 7, 15, 22, 26, 40]",41,6,7,15,22,26,40,104078823000,2112854469,12,25354253628
1095,2023-11-25,"[8, 14, 28, 29, 34, 40]",12,8,14,28,29,34,40,106160572000,2617825575,10,26178255750
1096,2023-12-02,"[1, 12, 16, 19, 23, 43]",34,1,12,16,19,23,43,105753078000,2539391175,10,25393911750
1097,2023-12-09,"[14, 33, 34, 35, 37, 40]",4,14,33,34,35,37,40,108873101000,3864293090,7,27050051630
1098,2023-12-16,"[12, 16, 21, 24, 41, 43]",15,12,16,21,24,41,43,103850339000,1930461895,13,25096004635
1099,2023-12-23,"[3, 20, 28, 38, 40, 43]",4,3,20,28,38,40,43,107510729000,2959934125,9,26639407125
1100,2023-12-30,"[17, 26, 29, 30, 31, 43]",12,17,26,29,30,31,43,116187023000,2207575472,13,28698481136
1101,2024-01-06,"[6, 7, 13, 28, 36, 42]",41,6,7,13,28,36,42,114758876000,2100529500,13,27306883500
1102,2024-01-13,"[13, 14, 22, 26, 37, 38]",20,13,14,22,26,37,38,113178102000,1383591413,20,27671828260
1103,2024-01-20,"[10, 12, 29, 31, 40, 44]",2,10,12,29,31,40,44,110195070000,1574419633,17,26765133761
1104,2024-01-27,"[1, 7, 21, 30, 35, 38]",2,1,7,21,30,35,38,112449384000,1817193100,15,27257896500
1105,2024-02-03,"[6, 16, 34, 37, 39, 40]",11,6,16,34,37,39,40,113295292000,1834853800,15,27522807000
1106,2024-02-10,"[1, 3, 4, 29, 42, 45]",36,1,3,4,29,42,45,126617296000,2790462819,11,30695091009
1107,2024-02-17,"[6, 14, 30, 31, 40, 41]",29,6,14,30,31,40,41,117664962000,2025625233,14,28358753262
1108,2024-02-24,"[7, 19, 26, 37, 39, 44]",27,7,19,26,37,39,44,114578905000,1957990849,14,27411871886
1109,2024-03-02,"[10, 12, 13, 19, 33, 40]",2,10,12,13,19,33,40,117196327000,1584352875,17,26933998875
1110,2024-03-09,"[3, 7, 11, 20, 22, 41]",24,3,7,11,20,22,41,115083786000,1647392719,16,26358283504
1111,2024-03-16,"[3, 13, 30, 33, 43, 45]",4,3,13,30,33,43,45,116382835000,1714662540,16,27434600640
1112,2024-03-23,"[16, 20, 26, 36, 42, 44]",24,16,20,26,36,42,44,114216084000,2804455650,10,28044556500
1113,2024-03-30,"[11, 13, 20, 21, 32, 44]",8,11,13,20,21,32,44,113342318000,1987426822,14,27823975508
1114,2024-04-06,"[10, 16, 19, 32, 33, 38]",3,10,16,19,32,33,38,113597890000,1583813824,17,26924835008
1115,2024-04-13,"[7, 12, 23, 32, 34, 36]",8,7,12,23,32,34,36,113939215000,2257278282,12,27087339384
1116,2024-04-20,"[15, 16, 17, 25, 30, 31]",32,15,16,17,25,30,31,110862553000,2695000238,10,26950002380
1117,2024-04-27,"[3, 4, 9, 30, 33, 36]",7,3,4,9,30,33,36,113895333000,3028385542,9,27255469878
1118,2024-05-04,"[11, 13, 14, 15, 16, 45]",3,11,13,14,15,16,45,113727120000,1477445132,19,28071457508
1119,2024-05-11,"[1, 9, 12, 13, 20, 45]",3,1,9,12,13,20,45,111840714000,1396028764,19,26524546516
1120,2024-05-18,"[2, 19, 26, 31, 38, 41]",34,2,19,26,31,38,41,114804359000,2522163375,11,27743797125
1121,2024-05-25,"[6, 24, 31, 32, 38, 44]",8,6,24,31,32,38,44,113898519000,2524513262,11,27769645882
1122,2024-06-01,"[3, 6, 21, 30, 34, 35]",22,3,6,21,30,34,35,115540004000,2556266046,11,28118926506
1123,2024-06-08,"[13, 19, 21, 24, 34, 35]",26,13,19,21,24,34,35,113142957000,1731310711,16,27700971376
1124,2024-06-15,"[3, 8, 17, 30, 33, 34]",28,3,8,17,30,33,34,112014841000,2623327913,10,26233279130
1125,2024-06-22,"[6, 14, 25, 33, 40, 44]",30,6,14,25,33,40,44,109407294000,2195289188,12,26343470256
1126,2024-06-29,"[4, 5, 9, 11, 37, 40]",7,4,5,9,11,37,40,111998191000,2386382421,11,26250206631
1127,2024-07-06,"[10, 15, 24, 30, 31, 37]",32,10,15,24,30,31,37,111571373000,2267891969,12,27214703628
1128,2024-07-13,"[1, 5, 8, 16, 28, 33]",45,1,5,8,16,28,33,111364194000,419925560,63,26455310280
1129,2024-07-20,"[5, 10, 11, 17, 28, 34]",22,5,10,11,17,28,34,110363498000,2369567660,11,26065244260
1130,2024-07-27,"[15, 19, 21, 25, 27, 28]",40,15,19,21,25,27,28,109515089000,2263301219,12,27159614628
1131,2024-08-03,"[1, 2, 6, 14, 27, 38]",33,1,2,6,14,27,38,109120798000,1542367898,17,26220254266
1132,2024-08-10,"[6, 7, 19, 28, 34, 41]",5,6,7,19,28,34,41,110018123000,2404951807,11,26454469877
1133,2024-08-17,"[13, 14, 20, 28, 29, 34]",23,13,14,20,28,29,34,111210839000,2105079491,13,27366033383
1134,2024-08-24,"[3, 7, 9, 13, 19, 24]",23,3,7,9,13,19,24,111660087000,1755689384,14,24579651376
1135,2024-08-31,"[1, 6, 13, 19, 21, 33]",4,1,6,13,19,21,33,113817137000,2953726125,9,26583535125
1136,2024-09-07,"[21, 33, 35, 38, 42, 44]",1,21,33,35,38,42,44,113031911000,2314468157,12,27773617884
1137,2024-09-14,"[4, 9, 12, 15, 33, 45]",26,4,9,12,15,33,45,119250007000,2023447688,14,28328267632
1138,2024-09-21,"[14, 16, 19, 20, 29, 34]",35,14,16,19,20,29,34,109651510000,1902656786,14,26637195004
1139,2024-09-28,"[5, 12, 15, 30, 37, 40]",18,5,12,15,30,37,40,117915887000,2167490972,13,28177382636
1140,2024-10-05,"[7, 10, 22, 29, 31, 38]",15,7,10,22,29,31,38,115238556000,2279823938,12,27357887256
1141,2024-10-12,"[7, 11, 12, 21, 26, 35]",20,7,11,12,21,26,35,115803173000,2457758285,11,27035341135
1142,2024-10-19,"[2, 8, 28, 30, 37, 41]",22,2,8,28,30,37,41,114254355000,3117517709,9,28057659381
1143,2024-10-26,"[10, 16, 17, 27, 28, 36]",6,10,16,17,27,28,36,116432896000,2545657023,11,28002227253
1144,2024-11-02,"[3, 4, 12, 15, 26, 34]",6,3,4,12,15,26,34,116378514000,1489347375,18,26808252750
1145,2024-11-09,"[2, 11, 31, 33, 37, 44]",32,2,11,31,33,37,44,116115162000,3051630084,9,27464670756
1146,2024-11-16,"[6, 11, 17, 19, 40, 43]",28,6,11,17,19,40,43,116694743000,2526476353,11,27791239883
1147,2024-11-23,"[7, 11, 24, 26, 27, 37]",32,7,11,24,26,27,37,115707061000,3323422079,8,26587376632
1148,2024-11-30,"[3, 6, 13, 15, 16, 22]",32,3,6,13,15,16,22,113188640000,2073332308,13,26953320004
1149,2024-12-07,"[8, 15, 19, 21, 32, 36]",38,8,15,19,21,32,36,112146718000,1613380765,17,27427473005
1150,2024-12-14,"[8, 9, 18, 35, 39, 45]",25,8,9,18,35,39,45,114152034000,1570620309,17,26700545253
1151,2024-12-21,"[2, 3, 9, 15, 27, 29]",8,2,3,9,15,27,29,116118444000,1620503030,17,27548551510
1152,2024-12-28,"[30, 31, 32, 35, 36, 37]",5,30,31,32,35,36,37,120703009000,874349668,35,30602238380
1153,2025-01-04,"[1, 9, 10, 13, 35, 44]",5,1,9,10,13,35,44,126343367000,2027312925,15,30409693875
1154,2025-01-11,"[4, 8, 22, 26, 32, 38]",27,4,8,22,26,32,38,115268257000,1854965425,15,27824481375
1155,2025-01-18,"[10, 16, 19, 27, 37, 38]",13,10,16,19,27,37,38,118482730000,4066375179,7,28464626253
1156,2025-01-25,"[30, 31, 34, 39, 41, 45]",7,30,31,34,39,41,45,127643987000,1505207090,21,31609348890
1157,2025-02-01,"[5, 7, 12, 20, 25, 26]",28,5,7,12,20,25,26,123443439000,2257842157,12,27094105884
1158,2025-02-08,"[21, 25, 27, 32, 37, 38]",20,21,25,27,32,37,38,119706159000,1394358197,21,29281522137
1159,2025-02-15,"[3, 9, 27, 28, 38, 39]",7,3,9,27,28,38,39,124802304000,1284854250,23,29551647750
1160,2025-02-22,"[7, 13, 18, 36, 39, 45]",19,7,13,18,36,39,45,123177536000,2509359875,12,30112318500
1161,2025-03-01,"[2, 12, 20, 24, 34, 42]",37,2,12,20,24,34,42,123230590000,1792657969,16,28682527504
1162,2025-03-08,"[20, 21, 22, 25, 28, 29]",6,20,21,22,25,28,29,120578328000,823931021,36,29661516756
1163,2025-03-15,"[2, 13, 15, 16, 33, 43]",4,2,13,15,16,33,43,122246316000,1936891150,15,29053367250
1164,2025-03-22,"[17, 18, 23, 25, 38, 39]",22,17,18,23,25,38,39,121102645000,2193092164,13,28510198132
1165,2025-03-29,"[6, 7, 27, 29, 38, 45]",17,6,7,27,29,38,45,118112106000,2192485270,13,28502308510
1166,2025-04-05,"[14, 23, 25, 27, 29, 42]",16,14,23,25,27,29,42,116717661000,2072319938,14,29012479132
1167,2025-04-12,"[8, 23, 31, 35, 39, 40]",24,8,23,31,35,39,40,118762131000,2884087913,10,28840879130
1168,2025-04-19,"[9, 21, 24, 30, 33, 37]",29,9,21,24,30,33,37,117811795000,2136635914,13,27776266882
1169,2025-04-26,"[5, 12, 24, 26, 39, 42]",20,5,12,24,26,39,42,118803195000,2852735813,10,28527358130
